"path","index","name","family","style","weight","width","italic","monospace"
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Italic.ttf",0,"PublicSans-Italic","Public Sans","Italic","normal","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Light.ttf",0,"PublicSans-Light","Public Sans","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-LightItalic.ttf",0,"PublicSans-LightItalic","Public Sans","Light Italic","light","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Medium.ttf",0,"PublicSans-Medium","Public Sans","Medium","medium","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-MediumItalic.ttf",0,"PublicSans-MediumItalic","Public Sans","Medium Italic","medium","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Regular.ttf",0,"PublicSans-Regular","Public Sans","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-SemiBold.ttf",0,"PublicSans-SemiBold","Public Sans","SemiBold","semibold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-SemiBoldItalic.ttf",0,"PublicSans-SemiBoldItalic","Public Sans","SemiBold Italic","semibold","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Italic-VariableFont_wght.ttf",0,"PublicSans-ThinItalic","Public Sans","Thin Italic","thin","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-VariableFont_wght.ttf",0,"PublicSans-Thin","Public Sans","Thin","thin","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-VariableFont_wght.ttf",0,"NotoSerifKR-ExtraLight","Noto Serif KR","ExtraLight","ultralight","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-Black.ttf",0,"NotoSerifKR-Black","Noto Serif KR","Black","heavy","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-Bold.ttf",0,"NotoSerifKR-Bold","Noto Serif KR","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-ExtraBold.ttf",0,"NotoSerifKR-ExtraBold","Noto Serif KR","ExtraBold","ultrabold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-Light.ttf",0,"NotoSerifKR-Light","Noto Serif KR","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-Medium.ttf",0,"NotoSerifKR-Medium","Noto Serif KR","Medium","medium","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSerifKR-Regular.ttf",0,"NotoSerifKR-Regular","Noto Serif KR","Regular","normal","normal",FALSE,FALSE
