"path","index","name","family","style","weight","width","italic","monospace"
"C:\WINDOWS\Fonts\FTLTLT.TTF",0,"FootlightMTLight","Footlight MT Light","Regular","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HARLOWSI.TTF",0,"HarlowSolid","Harlow Solid Italic","Italic","normal","semiexpanded",TRUE,FALSE
"C:\WINDOWS\Fonts\HARNGTON.TTF",0,"Harrington","Harrington","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HTOWERT.TTF",0,"HighTowerText-Reg","High Tower Text","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\JOKERMAN.TTF",0,"Jokerman-Regular","Jokerman","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KUNSTLER.TTF",0,"KunstlerScript","Kunstler Script","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LBRITE.TTF",0,"LucidaBright","Lucida Bright","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LCALLIG.TTF",0,"LucidaCalligraphy-Italic","Lucida Calligraphy","Italic","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LFAX.TTF",0,"LucidaFax","Lucida Fax","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MAGNETOB.TTF",0,"Magneto-Bold","Magneto","Bold","bold","semiexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\MATURASC.TTF",0,"MaturaMTScriptCapitals","Matura MT Script Capitals","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MOD20.TTF",0,"Modern-Regular","Modern No. 20","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NIAGENG.TTF",0,"NiagaraEngraved-Reg","Niagara Engraved","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\NIAGSOL.TTF",0,"NiagaraSolid-Reg","Niagara Solid","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\OLDENGL.TTF",0,"OldEnglishTextMT","Old English Text MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ONYX.TTF",0,"Onyx","Onyx","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PARCHM.TTF",0,"Parchment-Regular","Parchment","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PLAYBILL.TTF",0,"Playbill","Playbill","Regular","normal","ultracondensed",FALSE,FALSE
"C:\WINDOWS\Fonts\POORICH.TTF",0,"PoorRichard-Regular","Poor Richard","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\RAVIE.TTF",0,"Ravie","Ravie","Regular","normal","semiexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\INFROMAN.TTF",0,"InformalRoman-Regular","Informal Roman","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SHOWG.TTF",0,"ShowcardGothic-Reg","Showcard Gothic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SNAP____.TTF",0,"SnapITC-Regular","Snap ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\STENCIL.TTF",0,"Stencil","Stencil","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\VINERITC.TTF",0,"VinerHandITC","Viner Hand ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\VIVALDII.TTF",0,"Vivaldii","Vivaldi","Italic","normal","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\VLADIMIR.TTF",0,"VladimirScript","Vladimir Script","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LATINWD.TTF",0,"LatinWide","Wide Latin","Regular","normal","ultraexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\TCM_____.TTF",0,"TwCenMT-Regular","Tw Cen MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TCCB____.TTF",0,"TwCenMT-CondensedBold","Tw Cen MT Condensed","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TCCM____.TTF",0,"TwCenMT-Condensed","Tw Cen MT Condensed","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TCB_____.TTF",0,"TwCenMT-Bold","Tw Cen MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SCRIPTBL.TTF",0,"ScriptMTBold","Script MT Bold","Regular","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ROCKEB.TTF",0,"Rockwell-ExtraBold","Rockwell Extra Bold","Regular","ultrabold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ROCC____.TTF",0,"Rockwell-Condensed","Rockwell Condensed","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\ROCK.TTF",0,"Rockwell","Rockwell","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\RAGE.TTF",0,"RageItalic","Rage Italic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PERTIBD.TTF",0,"PerpetuaTitlingMT-Bold","Perpetua Titling MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PER_____.TTF",0,"Perpetua","Perpetua","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PALSCRI.TTF",0,"PalaceScriptMT","Palace Script MT","Regular","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\OCRAEXT.TTF",0,"OCRAExtended","OCR A Extended","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MAIAN.TTF",0,"MaiandraGD-Regular","Maiandra GD","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\IMPRISHA.TTF",0,"ImprintMT-Shadow","Imprint MT Shadow","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HATTEN.TTF",0,"Haettenschweiler","Haettenschweiler","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GOUDYSTO.TTF",0,"GoudyStout","Goudy Stout","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GOUDOS.TTF",0,"GoudyOldStyleT-Regular","Goudy Old Style","Regular","normal","semiexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\GLECB.TTF",0,"GloucesterMT-ExtraCondensed","Gloucester MT Extra Condensed","Regular","normal","extracondensed",FALSE,FALSE
"C:\WINDOWS\Fonts\GILLUBCD.TTF",0,"GillSans-UltraBoldCondensed","Gill Sans Ultra Bold Condensed","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\GILSANUB.TTF",0,"GillSans-UltraBold","Gill Sans Ultra Bold","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GILC____.TTF",0,"GillSansMT-Condensed","Gill Sans MT Condensed","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\GIL_____.TTF",0,"GillSansMT","Gill Sans MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GLSNECB.TTF",0,"GillSansMT-ExtraCondensedBold","Gill Sans MT Ext Condensed Bold","Regular","normal","extracondensed",FALSE,FALSE
"C:\WINDOWS\Fonts\GIGI.TTF",0,"Gigi-Regular","Gigi","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\FRAMDCN.TTF",0,"FranklinGothic-MediumCond","Franklin Gothic Medium Cond","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\FRAHV.TTF",0,"FranklinGothic-Heavy","Franklin Gothic Heavy","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\FRADMCN.TTF",0,"FranklinGothic-DemiCond","Franklin Gothic Demi Cond","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\FRADM.TTF",0,"FranklinGothic-Demi","Franklin Gothic Demi","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\FRABK.TTF",0,"FranklinGothic-Book","Franklin Gothic Book","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\FORTE.TTF",0,"ForteMT","Forte","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\FELIXTI.TTF",0,"FelixTitlingMT","Felix Titling","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ERASMD.TTF",0,"ErasITC-Medium","Eras Medium ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ERASLGHT.TTF",0,"ErasITC-Light","Eras Light ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ERASDEMI.TTF",0,"ErasITC-Demi","Eras Demi ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ERASBD.TTF",0,"ErasITC-Bold","Eras Bold ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ENGR.TTF",0,"EngraversMT","Engravers MT","Regular","medium","expanded",FALSE,FALSE
"C:\WINDOWS\Fonts\ELEPHNT.TTF",0,"Elephant-Regular","Elephant","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ITCEDSCR.TTF",0,"EdwardianScriptITC","Edwardian Script ITC","Regular","normal","semiexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\CURLZ___.TTF",0,"CurlzMT","Curlz MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\COPRGTL.TTF",0,"CopperplateGothic-Light","Copperplate Gothic Light","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\COPRGTB.TTF",0,"CopperplateGothic-Bold","Copperplate Gothic Bold","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CENSCBK.TTF",0,"CenturySchoolbook","Century Schoolbook","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CASTELAR.TTF",0,"Castellar","Castellar","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CALIST.TTF",0,"CalistoMT","Calisto MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BOD_CR.TTF",0,"BodoniMTCondensed","Bodoni MT","Condensed","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\BOD_BLAR.TTF",0,"BodoniMTBlack","Bodoni MT","Black","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BOD_R.TTF",0,"BodoniMT","Bodoni MT","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ITCBLKAD.TTF",0,"BlackadderITC-Regular","Blackadder ITC","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ARLRDBD.TTF",0,"ArialRoundedMTBold","Arial Rounded MT Bold","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AGENCYB.TTF",0,"AgencyFB-Bold","Agency FB","Bold","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\BELLB.TTF",0,"BellMTBold","Bell MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BELLI.TTF",0,"BellMTItalic","Bell MT","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\BRLNSDB.TTF",0,"BerlinSansFBDemi-Bold","Berlin Sans FB Demi","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BRLNSR.TTF",0,"BerlinSansFB-Reg","Berlin Sans FB","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CALIFB.TTF",0,"CalifornianFB-Bold","Californian FB","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CALIFI.TTF",0,"CalifornianFB-Italic","Californian FB","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\HTOWERTI.TTF",0,"HighTowerText-Italic","High Tower Text","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LFAXD.TTF",0,"LucidaFax-Demi","Lucida Fax","Demibold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LFAXDI.TTF",0,"LucidaFax-DemiItalic","Lucida Fax","Demibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LFAXI.TTF",0,"LucidaFax-Italic","Lucida Fax","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\TCMI____.TTF",0,"TwCenMT-Italic","Tw Cen MT","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\TCCEB.TTF",0,"TwCenMT-CondensedExtraBold","Tw Cen MT Condensed Extra Bold","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TCBI____.TTF",0,"TwCenMT-BoldItalic","Tw Cen MT","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ROCCB___.TTF",0,"Rockwell-CondensedBold","Rockwell Condensed","Bold","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\ROCKB.TTF",0,"Rockwell-Bold","Rockwell","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ROCKBI.TTF",0,"Rockwell-BoldItalic","Rockwell","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ROCKI.TTF",0,"Rockwell-Italic","Rockwell","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\PERTILI.TTF",0,"PerpetuaTitlingMT-Light","Perpetua Titling MT","Light","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PERBI___.TTF",0,"Perpetua-BoldItalic","Perpetua","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\PERB____.TTF",0,"Perpetua-Bold","Perpetua","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\PERI____.TTF",0,"Perpetua-Italic","Perpetua","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LTYPEBO.TTF",0,"LucidaSans-TypewriterBoldOblique","Lucida Sans Typewriter","Bold Oblique","semibold","semicondensed",TRUE,TRUE
"C:\WINDOWS\Fonts\LTYPEO.TTF",0,"LucidaSans-TypewriterOblique","Lucida Sans Typewriter","Oblique","normal","semicondensed",TRUE,TRUE
"C:\WINDOWS\Fonts\LSANSD.TTF",0,"LucidaSans-Demi","Lucida Sans","Demibold Roman","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LSANSDI.TTF",0,"LucidaSans-DemiItalic","Lucida Sans","Demibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LSANSI.TTF",0,"LucidaSans-Italic","Lucida Sans","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\GOUDOSB.TTF",0,"GoudyOldStyleT-Bold","Goudy Old Style","Bold","bold","semiexpanded",FALSE,FALSE
"C:\WINDOWS\Fonts\GOUDOSI.TTF",0,"GoudyOldStyleT-Italic","Goudy Old Style","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\GILBI___.TTF",0,"GillSansMT-BoldItalic","Gill Sans MT","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\GILB____.TTF",0,"GillSansMT-Bold","Gill Sans MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GILI____.TTF",0,"GillSansMT-Italic","Gill Sans MT","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\FRAHVIT.TTF",0,"FranklinGothic-HeavyItalic","Franklin Gothic Heavy","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\FRADMIT.TTF",0,"FranklinGothic-DemiItalic","Franklin Gothic Demi","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\FRABKIT.TTF",0,"FranklinGothic-BookItalic","Franklin Gothic Book","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ELEPHNTI.TTF",0,"Elephant-Italic","Elephant","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\SCHLBKB.TTF",0,"CenturySchoolbook-Bold","Century Schoolbook","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SCHLBKBI.TTF",0,"CenturySchoolbook-BoldItalic","Century Schoolbook","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\SCHLBKI.TTF",0,"CenturySchoolbook-Italic","Century Schoolbook","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\CALISTB.TTF",0,"CalisMTBol","Calisto MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CALISTBI.TTF",0,"CalistoMT-BoldItalic","Calisto MT","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\CALISTI.TTF",0,"CalistoMT-Italic","Calisto MT","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\BOD_CB.TTF",0,"BodoniMTCondensed-Bold","Bodoni MT","Condensed Bold","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\BOD_CBI.TTF",0,"BodoniMTCondensed-BoldItalic","Bodoni MT","Condensed Bold Italic","bold","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\BOD_CI.TTF",0,"BodoniMTCondensed-Italic","Bodoni MT","Condensed Italic","normal","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\BOD_BLAI.TTF",0,"BodoniMTBlack-Italic","Bodoni MT","Black Italic","heavy","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\BOD_B.TTF",0,"BodoniMT-Bold","Bodoni MT","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BOD_BI.TTF",0,"BodoniMT-BoldItalic","Bodoni MT","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\BOD_I.TTF",0,"BodoniMT-Italic","Bodoni MT","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AGENCYR.TTF",0,"AgencyFB-Reg","Agency FB","Regular","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\Guitar Pro 5.ttf",0,"GuitarPro5","Guitar Pro 5","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-Bold.otf",0,"ACaslonPro-Bold","Adobe Caslon Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-BoldItalic.otf",0,"ACaslonPro-BoldItalic","Adobe Caslon Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-Italic.otf",0,"ACaslonPro-Italic","Adobe Caslon Pro","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-Regular.otf",0,"ACaslonPro-Regular","Adobe Caslon Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-Semibold.otf",0,"ACaslonPro-Semibold","Adobe Caslon Pro","Semibold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ACaslonPro-SemiboldItalic.otf",0,"ACaslonPro-SemiboldItalic","Adobe Caslon Pro","Semibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeFangsongStd-Regular.otf",0,"AdobeFangsongStd-Regular","Adobe Fangsong Std","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeFanHeitiStd-Bold.otf",0,"AdobeFanHeitiStd-Bold","Adobe Fan Heiti Std","B","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeGothicStd-Bold.otf",0,"AdobeGothicStd-Bold","Adobe Gothic Std","B","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeHeitiStd-Regular.otf",0,"AdobeHeitiStd-Regular","Adobe Heiti Std","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeKaitiStd-Regular.otf",0,"AdobeKaitiStd-Regular","Adobe Kaiti Std","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeNaskh-Medium.otf",0,"AdobeNaskh-Medium","Adobe Naskh","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AGaramondPro-Bold.otf",0,"AGaramondPro-Bold","Adobe Garamond Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AGaramondPro-BoldItalic.otf",0,"AGaramondPro-BoldItalic","Adobe Garamond Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AGaramondPro-Italic.otf",0,"AGaramondPro-Italic","Adobe Garamond Pro","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AGaramondPro-Regular.otf",0,"AGaramondPro-Regular","Adobe Garamond Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BirchStd.otf",0,"BirchStd","Birch Std","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BlackoakStd.otf",0,"BlackoakStd","Blackoak Std","Black","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BrushScriptStd.otf",0,"BrushScriptStd","Brush Script Std","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ChaparralPro-Bold.otf",0,"ChaparralPro-Bold","Chaparral Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\ChaparralPro-BoldIt.otf",0,"ChaparralPro-BoldIt","Chaparral Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ChaparralPro-Italic.otf",0,"ChaparralPro-Italic","Chaparral Pro","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ChaparralPro-LightIt.otf",0,"ChaparralPro-LightIt","Chaparral Pro","Light Italic","light","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\ChaparralPro-Regular.otf",0,"ChaparralPro-Regular","Chaparral Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CharlemagneStd-Bold.otf",0,"CharlemagneStd-Bold","Charlemagne Std","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\CooperBlackStd-Italic.otf",0,"CooperBlackStd-Italic","Cooper Std","Black Italic","heavy","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\CooperBlackStd.otf",0,"CooperBlackStd","Cooper Std","Black","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\GiddyupStd.otf",0,"GiddyupStd","Giddyup Std","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HoboStd.otf",0,"HoboStd","Hobo Std","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-Bold.otf",0,"KozGoPro-Bold","Kozuka Gothic Pro","B","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-ExtraLight.otf",0,"KozGoPro-ExtraLight","Kozuka Gothic Pro","EL",NA,"normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-Heavy.otf",0,"KozGoPro-Heavy","Kozuka Gothic Pro","H","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-Light.otf",0,"KozGoPro-Light","Kozuka Gothic Pro","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-Medium.otf",0,"KozGoPro-Medium","Kozuka Gothic Pro","M","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPro-Regular.otf",0,"KozGoPro-Regular","Kozuka Gothic Pro","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-Bold.otf",0,"KozMinPro-Bold","Kozuka Mincho Pro","B","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-ExtraLight.otf",0,"KozMinPro-ExtraLight","Kozuka Mincho Pro","EL",NA,"normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-Heavy.otf",0,"KozMinPro-Heavy","Kozuka Mincho Pro","H","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-Light.otf",0,"KozMinPro-Light","Kozuka Mincho Pro","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-Medium.otf",0,"KozMinPro-Medium","Kozuka Mincho Pro","M","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPro-Regular.otf",0,"KozMinPro-Regular","Kozuka Mincho Pro","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LithosPro-Black.otf",0,"LithosPro-Black","Lithos Pro","850",NA,"normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LithosPro-Regular.otf",0,"LithosPro-Regular","Lithos Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MesquiteStd.otf",0,"MesquiteStd","Mesquite Std","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MinionPro-BoldCn.otf",0,"MinionPro-BoldCn","Minion Pro","Bold Condensed","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\MinionPro-BoldCnIt.otf",0,"MinionPro-BoldCnIt","Minion Pro","Bold Condensed Italic","bold","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\MinionPro-Medium.otf",0,"MinionPro-Medium","Minion Pro","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MinionPro-MediumIt.otf",0,"MinionPro-MediumIt","Minion Pro","Medium Italic","medium","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MinionPro-Semibold.otf",0,"MinionPro-Semibold","Minion Pro","Semibold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MinionPro-SemiboldIt.otf",0,"MinionPro-SemiboldIt","Minion Pro","Semibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadArabic-Bold.otf",0,"MyriadArabic-Bold","Myriad Arabic","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadArabic-BoldIt.otf",0,"MyriadArabic-BoldIt","Myriad Arabic","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadArabic-It.otf",0,"MyriadArabic-It","Myriad Arabic","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadArabic-Regular.otf",0,"MyriadArabic-Regular","Myriad Arabic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-Bold.otf",0,"NuevaStd-Bold","Nueva Std","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-BoldCond.otf",0,"NuevaStd-BoldCond","Nueva Std","Bold Condensed","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-BoldCondItalic.otf",0,"NuevaStd-BoldCondItalic","Nueva Std","Bold Condensed Italic","bold","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-Cond.otf",0,"NuevaStd-Cond","Nueva Std","Condensed","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-CondItalic.otf",0,"NuevaStd-CondItalic","Nueva Std","Condensed Italic","normal","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\NuevaStd-Italic.otf",0,"NuevaStd-Italic","Nueva Std","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\OCRAStd.otf",0,"OCRAStd","OCR A Std","Regular","normal","normal",FALSE,TRUE
"C:\WINDOWS\Fonts\OratorStd-Slanted.otf",0,"OratorStd-Slanted","Orator Std","Italic","normal","normal",TRUE,TRUE
"C:\WINDOWS\Fonts\OratorStd.otf",0,"OratorStd","Orator Std","Regular","normal","normal",FALSE,TRUE
"C:\WINDOWS\Fonts\PoplarStd.otf",0,"PoplarStd","Poplar Std","Bold","bold","normal",FALSE,FALSE
